Start Time,End Time,Original,Translation,English Translation,Score,Comment
1900-01-01 00:27:06.691995,1900-01-01 00:27:07.591995,We're closed.,we zijn gesloten .,we're closed .,,
1900-01-01 00:27:07.591995,1900-01-01 00:27:08.490995,Put them in.,zet ze erin .,put them in .,,
1900-01-01 00:27:08.490995,1900-01-01 00:27:09.790995,I want to close.,ik wil dichtbij .,i wanna get close .,,
1900-01-01 00:27:09.790995,1900-01-01 00:27:11.130995,I guess I just have been walking around,ik denk dat ik in de buurt ben geweest .,i think i've been around .,,
1900-01-01 00:27:11.130995,1900-01-01 00:27:13.671995,"with, like, a sheet over my face.",met een [UNK] .,with a [UNK] .,,
1900-01-01 00:27:13.671995,1900-01-01 00:27:15.171995,And not seeing these little things,en niet met die kleine dingen .,and not with those little things .,,
1900-01-01 00:27:15.171995,1900-01-01 00:27:16.570995,that are so easy to see.,dat zijn zo makkelijk om te zien .,those are so easy to see .,,
1900-01-01 00:27:16.611995,1900-01-01 00:27:18.350995,"Val, Mom, I need to talk to you now.","val , mam , ik moet je nu spreken .","val , mom , i have to talk to you now .",,
1900-01-01 00:27:18.350995,1900-01-01 00:27:19.251995,You need to go outside.,je moet buiten gaan .,you have to go outside .,,
1900-01-01 00:27:19.251995,1900-01-01 00:27:20.050995,OK.,oké .,okay .,,
1900-01-01 00:27:20.050995,1900-01-01 00:27:21.290995,I'm mad at myself.,ik ben boos op mezelf .,i'm mad at myself .,,
1900-01-01 00:27:21.290995,1900-01-01 00:27:25.290995,I need to be the owner of this restaurant.,ik moet de eigenaar zijn van dit restaurant .,i have to be the owner of this restaurant .,,
1900-01-01 00:27:25.290995,1900-01-01 00:27:27.691995,We have to fire Casimir.,we moeten [UNK] [UNK] .,we need to [UNK] [UNK] .,,
1900-01-01 00:27:27.691995,1900-01-01 00:27:29.630995,OK.,oké .,okay .,,
1900-01-01 00:27:29.630995,1900-01-01 00:27:32.130995,"All the mistakes that he's made tonight,","al de fouten die hij vanavond heeft gemaakt ,","all the mistakes that he made tonight ,",,
1900-01-01 00:27:32.130995,1900-01-01 00:27:33.531995,he doesn't take any direction.,hij neemt geen richting aan .,he's not taking a direction .,,
1900-01-01 00:27:33.531995,1900-01-01 00:27:34.831995,He's giving chef attitude.,hij geeft [UNK] .,he gives [UNK] .,,
1900-01-01 00:27:34.831995,1900-01-01 00:27:36.331995,He's the problem.,hij is het probleem .,he's the problem .,,
1900-01-01 00:27:38.971995,1900-01-01 00:27:40.210995,Can't even make a meatball.,kan geen [UNK] maken .,can't make any [UNK] .,,
1900-01-01 00:27:41.210995,1900-01-01 00:27:45.451995,That's the only thing that I think is right.,dat is het enige wat ik denk .,that's the only thing i think .,,
1900-01-01 00:27:45.451995,1900-01-01 00:27:46.350995,This hot.,dit is sexy .,this is sexy .,,
1900-01-01 00:27:46.350995,1900-01-01 00:27:47.251995,OK.,oké .,okay .,,
1900-01-01 00:27:47.251995,1900-01-01 00:27:49.091995,"And I need time, too.",ik heb ook tijd nodig .,i need time .,,
1900-01-01 00:27:49.091995,1900-01-01 00:27:50.591995,"Oh, then you need time.",je hebt tijd nodig .,you need time .,,
1900-01-01 00:27:50.591995,1900-01-01 00:27:51.391995,I need to do it.,ik moet het doen .,i have to do it .,,
1900-01-01 00:28:00.270995,1900-01-01 00:28:01.070995,"Hi, everyone.","hallo , iedereen .","hello , everybody .",,
1900-01-01 00:28:01.070995,1900-01-01 00:28:01.871995,Have a good night.,goede nacht .,good night .,,
1900-01-01 00:28:04.671995,1900-01-01 00:28:05.671995,"Amber, get out of the kitchen.","amber , ga uit de keuken .","amber , get out of the kitchen !",,
1900-01-01 00:28:11.210995,1900-01-01 00:28:12.111995,Casimiro.,[UNK] .,[UNK] .,,
1900-01-01 00:28:12.111995,1900-01-01 00:28:12.910995,Marvel.,[UNK] .,[UNK] .,,
1900-01-01 00:28:31.231995,1900-01-01 00:28:32.930995,"Este me duele mucho, OK?","[UNK] me [UNK] , oké ?","[UNK] me , okay ?",,
1900-01-01 00:28:37.731995,1900-01-01 00:28:39.010995,Lo siento mucho.,[UNK] lo [UNK] .,[UNK] lo [UNK] .,,
1900-01-01 00:28:39.010995,1900-01-01 00:28:40.210995,"Lo siento mucho, Casimiro.","[UNK] lo [UNK] , [UNK] .","[UNK] lo [UNK] , [UNK] .",,
1900-01-01 00:28:44.111995,1900-01-01 00:28:45.010995,Sorry.,sorry .,sorry .,,
1900-01-01 00:28:45.010995,1900-01-01 00:28:45.910995,Sorry.,sorry .,sorry .,,
1900-01-01 00:28:45.910995,1900-01-01 00:28:46.811995,"No, yo sabía.","nee , [UNK] .","no , [UNK] .",,
1900-01-01 00:28:46.811995,1900-01-01 00:28:47.710995,Yo sabía yo.,[UNK] .,[UNK] .,,
1900-01-01 00:29:09.010995,1900-01-01 00:29:09.910995,"Oh, my god.",mijn god .,"oh , my god .",,
1900-01-01 00:29:15.450995,1900-01-01 00:29:17.811995,After finally understanding what her chef was,na het eindelijk waar haar [UNK] was .,after finally her was her [UNK] .,,
1900-01-01 00:29:17.811995,1900-01-01 00:29:19.390995,really doing to her restaurant.,echt naar haar restaurant .,it's really her restaurant .,,
1900-01-01 00:29:26.631995,1900-01-01 00:29:30.031995,Tatiana makes her first big change since becoming an owner.,het maakt haar eerste verandering sinds een eigenaar worden .,it makes her first change her has become a owner of owner .,,
1900-01-01 00:29:32.531995,1900-01-01 00:29:33.330995,Sorry.,sorry .,sorry .,,
1900-01-01 00:29:33.330995,1900-01-01 00:29:34.131995,Sorry.,sorry .,sorry .,,
1900-01-01 00:29:39.011995,1900-01-01 00:29:39.911995,"Oh, my god.",mijn god .,"oh , my god .",,
1900-01-01 00:29:57.390995,1900-01-01 00:29:58.930995,Where's Tatiana?,waar is [UNK] ?,where's [UNK] ?,,
1900-01-01 00:29:58.930995,1900-01-01 00:30:00.730995,I think she's crying in the bathroom.,volgens mij [UNK] ze in de badkamer .,i think they got in the bathroom .,,
1900-01-01 00:30:00.730995,1900-01-01 00:30:03.031995,Tatiana let Casimiro go.,[UNK] liet [UNK] gaan .,[UNK] left .,,
1900-01-01 00:30:03.031995,1900-01-01 00:30:03.830995,OK.,oké .,okay .,,
1900-01-01 00:30:03.830995,1900-01-01 00:30:04.631995,I'm sorry.,het spijt me .,i'm sorry .,,
1900-01-01 00:30:09.131995,1900-01-01 00:30:10.131995,OK.,oké .,okay .,,
1900-01-01 00:30:10.131995,1900-01-01 00:30:12.031995,"Listen, I know it's hard.","luister , ik weet dat het moeilijk is .","listen , i know it's hard .",,
1900-01-01 00:30:12.031995,1900-01-01 00:30:15.110995,"Yeah, but I'm here.","ja , maar ik ben hier .","yeah , but i'm here .",,
1900-01-01 00:30:15.110995,1900-01-01 00:30:17.110995,I'm here to support you.,ik ben hier om jou te [UNK] .,i'm here to [UNK] you .,,
1900-01-01 00:30:17.110995,1900-01-01 00:30:17.911995,OK.,oké .,okay .,,
1900-01-01 00:30:19.911995,1900-01-01 00:30:20.911995,Good night.,welterusten .,good night .,,
1900-01-01 00:30:20.911995,1900-01-01 00:30:21.911995,"OK, we've got two seconds.","oké , we hebben twee seconden .","okay , we have two seconds .",,
1900-01-01 00:30:21.911995,1900-01-01 00:30:22.911995,Let's have a quick word.,laten we snel beginnen .,let's get started .,,
1900-01-01 00:30:22.911995,1900-01-01 00:30:23.811995,OK.,oké .,okay .,,
1900-01-01 00:30:23.811995,1900-01-01 00:30:24.811995,Please.,alsjeblieft .,please .,,
1900-01-01 00:30:24.811995,1900-01-01 00:30:25.710995,Val.,val dood .,fuck you !,,
1900-01-01 00:30:25.710995,1900-01-01 00:30:26.610995,"Thanks, Chef.","bedankt , chef .","thanks , boss .",,
1900-01-01 00:30:32.031995,1900-01-01 00:30:33.730995,"Honestly, I think the light went on for you.",ik denk dat het licht op je ging .,i think the light on you .,,
1900-01-01 00:30:34.330995,1900-01-01 00:30:37.131995,Woke up and started making some tough decisions.,werd [UNK] en [UNK] .,got [UNK] and [UNK] .,,
1900-01-01 00:30:37.131995,1900-01-01 00:30:38.230995,I don't think you've ever done that since you,je hebt dat nooit meer gedaan .,you never did that again .,,
1900-01-01 00:30:38.230995,1900-01-01 00:30:39.691995,bought this place.,deze plek .,this place .,,
1900-01-01 00:30:39.691995,1900-01-01 00:30:40.730995,Tomorrow's a new day.,een nieuwe dag .,a new day .,,
1900-01-01 00:30:40.730995,1900-01-01 00:30:43.371995,"And I've got ideas, let me tell you.","en ik heb ideeën , laat het je zeggen .",and i have ideas . . . let it say .,,
1900-01-01 00:30:43.371995,1900-01-01 00:30:44.270995,"OK, good night.",welterusten .,good night .,,
1900-01-01 00:30:49.270995,1900-01-01 00:30:51.251995,After one of the most difficult days,na de meeste [UNK] dagen,after most [UNK] days .,,
1900-01-01 00:30:51.251995,1900-01-01 00:30:53.710995,"he has ever had on Kitchen Nightmares,",hij heeft ooit in keuken [UNK] .,he's ever [UNK] in kitchen .,,
1900-01-01 00:30:53.710995,1900-01-01 00:30:57.851995,Chef Ramsay is now completely focused on rebuilding Charlie's.,[UNK] [UNK] is nu [UNK] [UNK] .,[UNK] [UNK] [UNK] now .,,
1900-01-01 00:30:57.851995,1900-01-01 00:30:59.191995,Today's about moving forward.,vandaag gaat het [UNK] ?,today is the [UNK] ?,,
1900-01-01 00:30:59.191995,1900-01-01 00:31:01.210995,What we haven't got is somebody at the helm.,wat we niet bij het [UNK] hebben .,what we don't at the [UNK] .,,
1900-01-01 00:31:01.230995,1900-01-01 00:31:04.871995,"We need a leader, like any good kitchen.",we hebben een leider nodig .,we need a leader .,,
1900-01-01 00:31:04.871995,1900-01-01 00:31:07.371995,I'd like to introduce you to someone who's pretty unique.,ik wil je voorstellen aan iemand die nogal uniek is .,i want you to meet on someone who is quite unique .,,
1900-01-01 00:31:07.371995,1900-01-01 00:31:08.471995,"Jonathan, come through, please.","jonathan , kom door , alsjeblieft .","jonathan , come on , please .",,
1900-01-01 00:31:08.471995,1900-01-01 00:31:09.371995,Oh my god.,oh mijn god .,"oh , my god .",,
1900-01-01 00:31:09.371995,1900-01-01 00:31:10.270995,"Good to see you, bud.",fijn je te zien .,good to see you .,,
1900-01-01 00:31:10.270995,1900-01-01 00:31:11.170995,"Chef, how you doing?","chef , hoe gaat het ?","[UNK] , how are you ?",,
1900-01-01 00:31:11.170995,1900-01-01 00:31:12.411995,"Very well indeed, thank you.",inderdaad .,yeah .,,
1900-01-01 00:31:12.411995,1900-01-01 00:31:14.110995,"Now, this man knows how to put restaurants on the map.",deze man weet hoe je [UNK] op de kaart moet zetten .,this man knows how to turn on the map .,,
1900-01-01 00:31:14.110995,1900-01-01 00:31:15.411995,"More importantly, he's been working with me","meer [UNK] , hij werkt met me .","more [UNK] , he works with me .",,
1900-01-01 00:31:15.411995,1900-01-01 00:31:16.710995,for the last three years.,voor de laatste drie jaar .,for the last three years .,,
1900-01-01 00:31:16.710995,1900-01-01 00:31:19.351995,He's opened four restaurants in the last five years.,hij is vier [UNK] in de laatste vijf jaar .,he's four years old .,,
1900-01-01 00:31:19.351995,1900-01-01 00:31:21.490995,You've got him for the month.,je hebt hem voor de maand .,you have him for the month .,,
1900-01-01 00:31:21.490995,1900-01-01 00:31:23.851995,I am thrilled.,ik ben [UNK] .,i'm [UNK] .,,
1900-01-01 00:31:23.851995,1900-01-01 00:31:25.390995,We have a chef.,we hebben een [UNK] .,we have a [UNK] .,,
1900-01-01 00:31:25.390995,1900-01-01 00:31:27.330995,It's like Christmas morning.,het is zoals kerstmis .,it's like christmas .,,
1900-01-01 00:31:27.330995,1900-01-01 00:31:28.531995,I'm so excited.,ik ben zo opgewonden .,i'm so excited .,,
1900-01-01 00:31:28.531995,1900-01-01 00:31:30.270995,Jonathan also comes with an assistant,jonathan komt ook met een [UNK],jonathan is with a [UNK],,
1900-01-01 00:31:30.330995,1900-01-01 00:31:31.830995,to make sure that we get this going.,om ervoor te komen .,to make sure it is .,,
1900-01-01 00:31:31.830995,1900-01-01 00:31:33.330995,Oh my god.,oh mijn god .,"oh , my god .",,
1900-01-01 00:31:33.330995,1900-01-01 00:31:35.571995,"Not only will he get this place consistent,","niet alleen dat hij deze plek krijgt ,","not only that he gets this place ,",,
1900-01-01 00:31:35.571995,1900-01-01 00:31:39.270995,"he'll help find a young chef, train a young chef,","hij zal helpen een [UNK] , [UNK] .","he will help a [UNK] , [UNK] .",,
1900-01-01 00:31:39.270995,1900-01-01 00:31:40.911995,"and Tatiana, if there's one person","en [UNK] , als er een is . . .","and [UNK] , if there's one . . .",,
1900-01-01 00:31:40.911995,1900-01-01 00:31:43.871995,"you need to get close to, right now, is this man.","je moet dichtbij liggen , nu is dit man .",you have to be close . now this is man .,,
1900-01-01 00:31:43.871995,1900-01-01 00:31:44.770995,"Come here, come here.","kom hier , kom hier .","come here , come here .",,
1900-01-01 00:31:49.770995,1900-01-01 00:31:50.911995,I'm really happy.,ik ben echt gelukkig .,i'm really happy .,,
1900-01-01 00:31:50.911995,1900-01-01 00:31:52.011995,Get everything set up for you guys,haal alles op voor jullie,? [UNK] ?,,
1900-01-01 00:31:52.011995,1900-01-01 00:31:53.210995,"and get you guys off to the races, huh?",en gaan jullie weg naar de [UNK] ?,and you guys are going to go to the [UNK] ?,,
1900-01-01 00:31:53.210995,1900-01-01 00:31:56.890995,This is definitely the beginning of a new Charlie's.,dit is het begin van een nieuwe [UNK] .,this is the beginning of a new [UNK] .,,
1900-01-01 00:31:56.890995,1900-01-01 00:31:58.890995,"Hair up, grab an apron, let's go.",ga naar [UNK] .,go to [UNK] .,,
1900-01-01 00:31:58.911995,1900-01-01 00:32:00.571995,Now with the new chefs in place.,nu met de nieuwe [UNK] .,now with the new [UNK] .,,
1900-01-01 00:32:00.571995,1900-01-01 00:32:02.110995,"Let's go, Tatiana.","laten we gaan , [UNK] .","let's go , [UNK] .",,
1900-01-01 00:32:02.110995,1900-01-01 00:32:05.291995,Gordon knows it's critical that Tatiana is familiar with,gordon weet dat [UNK] bekend is .,gordon knows that [UNK] are familiar .,,
1900-01-01 00:32:05.291995,1900-01-01 00:32:07.490995,the inner workings of the kitchen.,de [UNK] [UNK] van de keuken .,the [UNK] [UNK] of the kitchen .,,
1900-01-01 00:32:07.490995,1900-01-01 00:32:09.950995,"So just go maybe right to the, just to the right of it,",dus ga gewoon naar rechts .,so just go right .,,
1900-01-01 00:32:09.950995,1900-01-01 00:32:10.950995,right in the middle there.,op het midden .,in the middle .,,
1900-01-01 00:32:10.950995,1900-01-01 00:32:12.050995,Perfect.,perfect .,perfect .,,
1900-01-01 00:32:12.050995,1900-01-01 00:32:13.591995,When was the last time you made a lasagna?,wanneer heb je een [UNK] gemaakt ?,when did you make a [UNK] ?,,
1900-01-01 00:32:13.591995,1900-01-01 00:32:14.490995,I've never made a lasagna.,ik heb nooit een [UNK] gemaakt .,i never made a [UNK] .,,
1900-01-01 00:32:14.490995,1900-01-01 00:32:16.230995,"You've never made a lasagna, ever?",heb je nooit een [UNK] gemaakt ?,you never made a [UNK] ?,,
1900-01-01 00:32:16.230995,1900-01-01 00:32:17.230995,That's crazy.,dat is gek .,that's crazy .,,
1900-01-01 00:32:17.230995,1900-01-01 00:32:18.131995,Let's start off with mixing.,laten we beginnen met [UNK] .,let's start with [UNK] .,,
1900-01-01 00:32:18.131995,1900-01-01 00:32:19.631995,Take your white sauce.,pak je witte [UNK] .,take your white [UNK] .,,
1900-01-01 00:32:19.631995,1900-01-01 00:32:21.930995,Nice and clean with your plastic scraper.,goed clean en je [UNK] [UNK] .,clean and your [UNK] [UNK] .,,
1900-01-01 00:32:21.930995,1900-01-01 00:32:23.571995,Good.,goed .,all right .,,
1900-01-01 00:32:23.571995,1900-01-01 00:32:24.670995,Get close to it.,sluit het op .,put it on .,,
1900-01-01 00:32:24.670995,1900-01-01 00:32:26.011995,You've got nothing to be intimidated by.,je hebt niks te maken .,you have nothing to do .,,
1900-01-01 00:32:26.011995,1900-01-01 00:32:27.311995,Absolutely.,absoluut .,absolutely .,,
1900-01-01 00:32:27.390995,1900-01-01 00:32:29.330995,I'm excited to learn what needs to happen in a kitchen,ik ben opgewonden to wat te leren in een keuken .,i'm excited to learn what in a kitchen .,,
1900-01-01 00:32:29.330995,1900-01-01 00:32:30.230995,and how it functions.,en hoe het met [UNK] .,and how about [UNK] .,,
1900-01-01 00:32:30.230995,1900-01-01 00:32:31.131995,That's it.,dat is het .,that's it .,,
1900-01-01 00:32:31.131995,1900-01-01 00:32:32.031995,Good.,goed .,all right .,,
1900-01-01 00:32:32.031995,1900-01-01 00:32:33.531995,"Again, take your time.",nog een keer .,again !,,
1900-01-01 00:32:33.531995,1900-01-01 00:32:34.430995,More.,meer .,more .,,
1900-01-01 00:32:34.430995,1900-01-01 00:32:35.670995,Faster.,sneller .,faster .,,
1900-01-01 00:32:35.670995,1900-01-01 00:32:37.270995,There's nothing complicated.,er is niks [UNK] .,there's nothing [UNK] .,,
1900-01-01 00:32:37.270995,1900-01-01 00:32:39.871995,I'm going to learn this restaurant from scratch.,ik ga naar deze restaurant leren van ons .,i'm going to this restaurant to learn from us .,,
1900-01-01 00:32:39.871995,1900-01-01 00:32:43.311995,I want to take the baby steps and get better.,ik wil de baby nemen en beter .,i wanna take the baby and better .,,
1900-01-01 00:32:43.311995,1900-01-01 00:32:44.210995,Pretty much neck and neck.,mooie nek en nek .,nice neck and neck .,,
1900-01-01 00:32:44.210995,1900-01-01 00:32:45.110995,Well done.,goed gedaan .,good job .,,
1900-01-01 00:32:45.110995,1900-01-01 00:32:46.011995,OK.,oké .,okay .,,
1900-01-01 00:32:46.011995,1900-01-01 00:32:47.210995,"In the oven, 25 minutes.","in de oven , 12 minuten .","in the oven , 12 minutes .",,
1900-01-01 00:32:47.210995,1900-01-01 00:32:48.650995,I don't know why I thought I couldn't do it.,ik weet niet waarom ik het kon doen .,i don't know why i could do it .,,
1900-01-01 00:32:48.650995,1900-01-01 00:32:50.490995,"It is not difficult, I'm telling you.",het is niet moeilijk .,it's not hard .,,
1900-01-01 00:32:50.490995,1900-01-01 00:32:52.050995,So you guys just made pizzas.,jullie hebben [UNK] gemaakt .,you guys made [UNK] .,,
1900-01-01 00:32:52.050995,1900-01-01 00:32:53.351995,Doesn't that look amazing?,ziet dat niet geweldig ?,doesn't that look great ?,,
1900-01-01 00:32:53.351995,1900-01-01 00:32:54.251995,Yeah.,ja .,yeah .,,
1900-01-01 00:32:54.251995,1900-01-01 00:32:55.150995,"Give me, give me.",geef me .,give me that .,,
1900-01-01 00:32:55.150995,1900-01-01 00:32:56.430995,I feel like I can do anything.,ik voel me graag wat ik kan doen .,i like to feel what i can do .,,
1900-01-01 00:32:56.450995,1900-01-01 00:32:57.751995,Dig in.,graven in .,dig in .,,
1900-01-01 00:32:57.751995,1900-01-01 00:32:59.550995,I just can't wait to get to work and prove to my mom,ik kan niet wachten om te werken om mijn moeder te bewijzen .,i can't wait to work to prove my mother .,,
1900-01-01 00:32:59.550995,1900-01-01 00:33:01.950995,and my sister that I can do this.,en mijn zus die ik dit kan doen .,and my sister i can do this .,,
1900-01-01 00:33:01.950995,1900-01-01 00:33:03.351995,I think the message is clear.,ik vind het duidelijk .,i find it pretty clear .,,
1900-01-01 00:33:03.351995,1900-01-01 00:33:06.351995,Nobody's scared to walk through that door,niemand bang om die deur te lopen .,no one scared of the door .,,
1900-01-01 00:33:06.351995,1900-01-01 00:33:09.631995,and get their hands dirty in that kitchen.,en pak hun vuile handen in dat keuken .,and take their dirty hands in that kitchen !,,
1900-01-01 00:33:09.631995,1900-01-01 00:33:10.890995,"Tomorrow's a big day, let me tell you.",geef me een grote dag .,give me a big day .,,
1900-01-01 00:33:10.890995,1900-01-01 00:33:13.390995,I need everyone on their game.,ik heb iedereen nodig .,i need everybody .,,
1900-01-01 00:33:12.495986,1900-01-01 00:33:13.395986,"Good night, guys.","welterusten , jongens .","good night , boys .",,
1900-01-01 00:33:13.395986,1900-01-01 00:33:14.295986,Get some sleep.,slaap wat .,sleep a little .,,
1900-01-01 00:33:14.295986,1900-01-01 00:33:15.195986,Thank you.,bedankt .,thanks .,,
1900-01-01 00:33:15.195986,1900-01-01 00:33:16.695986,"Thank you very much, chefs.","bedankt , [UNK] .","thanks , [UNK] .",,
1900-01-01 00:33:16.695986,1900-01-01 00:33:17.595986,"Oh, my god.",mijn god .,"oh , my god .",,
1900-01-01 00:33:17.595986,1900-01-01 00:33:19.495986,Woo!,woo !,woo !,,
1900-01-01 00:33:19.495986,1900-01-01 00:33:20.895986,This is amazing!,dit is geweldig !,this is great !,,
1900-01-01 00:33:26.675986,1900-01-01 00:33:29.315986,"Last night, Tatiana and her team eagerly learned","gisteravond , [UNK] en haar team leerde [UNK]","last night , [UNK] and her team taught [UNK]",,
1900-01-01 00:33:29.315986,1900-01-01 00:33:30.815986,a few of the new recipes.,een paar [UNK] .,a few [UNK] .,,
1900-01-01 00:33:30.815986,1900-01-01 00:33:32.015986,Good morning.,goedemorgen .,good morning .,,
1900-01-01 00:33:32.015986,1900-01-01 00:33:33.775986,Now Chef Ramsay is ready to unveil,[UNK] [UNK] is er klaar voor .,[UNK] [UNK] ready .,,
1900-01-01 00:33:33.775986,1900-01-01 00:33:35.554986,an entirely revamped menu.,een [UNK] menu .,an [UNK] menu .,,
1900-01-01 00:33:35.554986,1900-01-01 00:33:36.454986,Here we are.,hier zijn we .,here we are .,,
1900-01-01 00:33:36.454986,1900-01-01 00:33:37.755986,"Oh, this looks so delicious.",dit ziet er zo heerlijk uit .,this looks so delicious .,,
1900-01-01 00:33:37.755986,1900-01-01 00:33:40.755986,"Please, take a copy of the menu and pass it along, please.",neem een kopie van het menu en laat het beginnen .,take a copy of the menu and start it .,,
1900-01-01 00:33:40.755986,1900-01-01 00:33:41.895986,"Oh, my god.",mijn god .,"oh , my god .",,
1900-01-01 00:33:42.355986,1900-01-01 00:33:46.895986,"First of all, we have a dynamic, simple, clean menu, right?","eerst , hebben we een [UNK] , simpele menu , toch ?","first , we have a [UNK] , damn menu , huh ?",,
1900-01-01 00:33:46.895986,1900-01-01 00:33:49.535986,"Now, let's start off with a homemade focaccia bread, yeah?",laten we het nu beginnen aan een [UNK] .,let's start the [UNK] .,,
1900-01-01 00:33:49.535986,1900-01-01 00:33:52.175986,"Seasoned with rosemary and garlic, drizzled in olive oil.","[UNK] met rosemary en [UNK] , [UNK] in [UNK] .","[UNK] with rosemary and [UNK] , [UNK] in [UNK] .",,
1900-01-01 00:33:52.175986,1900-01-01 00:33:54.035986,"Salads, we have the chopped salad.","[UNK] , we hebben de [UNK] [UNK] .","[UNK] , we have the [UNK] [UNK] .",,
1900-01-01 00:33:54.035986,1900-01-01 00:33:55.375986,"In there, we've got garbanzo beans,","daar , we hebben [UNK] .",there we have [UNK] .,,
1900-01-01 00:33:55.375986,1900-01-01 00:33:56.675986,"provolone cheese, salami, finishing","[UNK] cheese , [UNK] , [UNK] .","[UNK] cheese , [UNK] , [UNK] .",,
1900-01-01 00:33:56.675986,1900-01-01 00:33:58.375986,with some fresh and mouthy lemon.,met wat verse en [UNK] .,fresh and fresh [UNK] .,,
1900-01-01 00:33:58.375986,1900-01-01 00:34:00.715986,So it's got that really nice oomph to it as well.,dus het is echt leuk om het te [UNK] .,so it's really fun to [UNK] it .,,
1900-01-01 00:34:00.715986,1900-01-01 00:34:03.655986,"Entrees, pan-seared salmon served with a white bean ragout.","[UNK] , [UNK] [UNK] [UNK] met witte [UNK] .","[UNK] , [UNK] [UNK] [UNK] with white [UNK] .",,
1900-01-01 00:34:03.655986,1900-01-01 00:34:04.614986,Phenomenal.,[UNK] .,[UNK] .,,
1900-01-01 00:34:04.614986,1900-01-01 00:34:05.815986,Absolutely delicious.,absoluut heerlijk .,absolutely .,,
1900-01-01 00:34:05.815986,1900-01-01 00:34:07.675986,"Next to that, we've got something that's a staple.","naast dat nu , hebben we iets wat [UNK] .","next to that now , we have something [UNK] .",,
1900-01-01 00:34:07.675986,1900-01-01 00:34:09.614986,"Spaghetti meatballs, absolutely delicious.","[UNK] [UNK] , absoluut heerlijk .","[UNK] [UNK] , absolutely delicious .",,
1900-01-01 00:34:09.634986,1900-01-01 00:34:11.634986,"And then finally, pizzas, four of them.","en toen , [UNK] , vier van hen .","and then , [UNK] , four of them .",,
1900-01-01 00:34:11.634986,1900-01-01 00:34:14.815986,"Margherita, prosciutto, zucchini, done with a shrimp,","[UNK] , [UNK] , [UNK] , klaar met een [UNK] .","[UNK] , [UNK] , [UNK] , ready with a [UNK] .",,
1900-01-01 00:34:14.815986,1900-01-01 00:34:16.055986,and the meat lovers.,en de vlees [UNK] .,and the meat [UNK] .,,
1900-01-01 00:34:16.055986,1900-01-01 00:34:17.855986,"And again, we have a massive asset there",en nog een enorme [UNK] daar,and another [UNK] there,,
1900-01-01 00:34:17.855986,1900-01-01 00:34:19.014986,"in that pizza oven, and we're going",in die [UNK] heet we . . .,in that [UNK] called we . . .,,
1900-01-01 00:34:19.014986,1900-01-01 00:34:19.914986,to take advantage of that.,daar is niks aan .,there's nothing about that .,,
1900-01-01 00:34:19.914986,1900-01-01 00:34:20.815986,"Right, right.",juist .,right .,,
1900-01-01 00:34:20.815986,1900-01-01 00:34:21.715986,Dig in.,graven in .,dig in .,,
1900-01-01 00:34:21.715986,1900-01-01 00:34:22.615986,Let's go.,laten we gaan .,let's go .,,
1900-01-01 00:34:22.615986,1900-01-01 00:34:23.514986,"Oh, my gosh.","oh , mijn god .","oh , my god .",,
1900-01-01 00:34:23.514986,1900-01-01 00:34:26.054986,This is so beautiful.,dit is zo mooi .,this is so beautiful .,,
1900-01-01 00:34:26.054986,1900-01-01 00:34:27.094986,"Oh, my god.",mijn god .,"oh , my god .",,
1900-01-01 00:34:27.094986,1900-01-01 00:34:28.435986,I am thrilled.,ik ben [UNK] .,i'm [UNK] .,,
1900-01-01 00:34:28.435986,1900-01-01 00:34:29.655986,This is amazing.,dit is geweldig .,this is great .,,
1900-01-01 00:34:29.655986,1900-01-01 00:34:31.795986,This is like the menu of my dreams.,dit is alsof het menu van mijn dromen is .,this is like the menu from my dreams .,,
1900-01-01 00:34:31.795986,1900-01-01 00:34:33.334986,"Oh, my god.",mijn god .,"oh , my god .",,
1900-01-01 00:34:33.334986,1900-01-01 00:34:35.395986,The pizza's incredible.,ongelooflijk .,unbelievable .,,
1900-01-01 00:34:35.395986,1900-01-01 00:34:36.495986,"Oh, my god, I love that.","oh , mijn god , dat van me .","oh , my god , that from me .",,
1900-01-01 00:34:36.495986,1900-01-01 00:34:37.395986,I know.,ik weet het .,i know .,,
1900-01-01 00:34:37.414986,1900-01-01 00:34:39.655986,I'm excited for the new menu.,ik ben opgewonden voor het nieuwe menu .,i'm excited about the new menu .,,
1900-01-01 00:34:39.655986,1900-01-01 00:34:40.995986,"I mean, it's beautiful.",het is prachtig .,it's beautiful .,,
1900-01-01 00:34:40.995986,1900-01-01 00:34:41.895986,It's delicious.,het is heerlijk .,it's delicious .,,
1900-01-01 00:34:41.895986,1900-01-01 00:34:44.395986,"Chef Ramsay, you're my boy, dude.","[UNK] , jij bent mijn zoon , kerel .","[UNK] , you're my son , dude .",,
1900-01-01 00:34:47.594986,1900-01-01 00:34:49.234986,It's re-lunch night as Charlie's,het is [UNK] als [UNK] .,it's like [UNK] .,,
1900-01-01 00:34:49.234986,1900-01-01 00:34:50.834986,opens its doors for dinner.,hij heeft [UNK] .,he has [UNK] .,,
1900-01-01 00:34:50.834986,1900-01-01 00:34:52.035986,Welcome to Charlie's.,welkom in [UNK] .,welcome to [UNK] .,,
1900-01-01 00:34:52.035986,1900-01-01 00:34:53.675986,And the town of La Verne is anxious,en de stad van la [UNK] is bang,and the city of la [UNK] is afraid,,
